p_0,storage_linear_rail_maintenance,Problem
p_1,tpms_jerky_movement,Problem
p_2,stripping_unit_tank_overflow,Problem
p_3,transfer_lifting_unit_stiff,Problem
p_4,pallet_system_rail_damage,Problem
p_5,stripping_unit_cogging_play,Problem
p_6,pallet_system_belt_failure,Problem
p_7,loop_former_gripper_stuck,Problem
p_8,untwisting_module_belt_wear,Problem
p_9,machine_startup_failure,Problem
p_10,stripping_unit_improper_lubrication,Problem
p_11,blockloader_unstable_on_lifting_truck,Problem
p_12,encoder_check_after_cleaning,Problem
p_13,belt_tension_incorrect_after_adjustment,Problem
p_14,shuttle_jerky_motion,Problem
p_15,conveyor_belt_tension_low,Problem
p_16,rotary_unit_wont_seat_properly,Problem
p_17,bad_part_unit_ejection_failure,Problem
p_18,belt_drive_noise_after_replacement,Problem
p_19,blockloader_cabinet_contamination,Problem
p_20,acd_fault_after_holder_install,Problem
p_21,straightener_unit_lubrication_failure,Problem
p_22,intermittent_tpms_connection_after_replacement,Problem
p_23,improper_shuttle_lubrication,Problem
p_24,belt_overhangs_crown_gear,Problem
p_25,damaged_cabinet_filter_mat,Problem
p_26,improper_electronic_component_disposal,Problem
p_27,cut_delta_parameter_error,Problem
p_28,belt_adjustment_fasteners_stuck,Problem
p_29,conveyor_belt_damaged,Problem
p_30,waste_containers_full,Problem
p_31,machine_soiled_during_storage,Problem
p_32,crooked_wire_path_in_feed_rack,Problem
p_33,wire_changer_guide_tube_collision,Problem
p_34,conveyor_belt_worn_out,Problem
p_35,insertion_gripper_belt_check,Problem
p_36,incorrect_blade_holder_install_order,Problem
p_37,control_cabinet_overheating,Problem
p_38,process_module_adjustment_error,Problem
p_39,pneumatic_system_maintenance_issue,Problem
p_40,misalignment_after_module_change,Problem
p_41,tpms_y_axis_belt_tension_incorrect,Problem
p_42,over_lubricated_gripper,Problem
p_43,operator_login_failure,Problem
p_44,blockloader_rotary_module_belt_issue,Problem
p_45,visual_damage_inspection,Problem
p_46,insulation_damage_issue,Problem
p_47,wire_selector_movement_failure,Problem
p_48,failed_encoder_adjustment_attempt,Problem
p_49,machine_wont_restart_after_estop,Problem
p_50,damaged_safety_cover_panel_during_install,Problem
p_51,blockloader_y_axis_spindle_damage,Problem
p_52,wire_transfer_height_mismatch,Problem
p_53,positioning_error_after_belt_change,Problem
p_54,blade_contamination_issue,Problem
p_55,post_maintenance_cover_issue,Problem
p_56,toothed_belt_apparent_stretch,Problem
p_57,centering_module_stuck_during_removal,Problem
p_58,consistency_error_prevents_production,Problem
p_59,multiple_tpms_issues,Problem
p_60,premature_wear_on_components,Problem
p_61,insertion_gripper_belt_worn,Problem
p_62,noisy_safety_cover_guide,Problem
p_63,metal_corrosion_post_cleaning,Problem
p_64,wire_changer_linear_axle_damage,Problem
p_65,disposal_of_electronic_components,Problem
p_66,straightener_setup_issue,Problem
p_67,blockloader_alignment_error,Problem
p_68,improper_lifting_equipment_used,Problem
p_69,blockloader_light_curtain_failure,Problem
p_70,incomplete_decommissioning_sequence,Problem
p_71,drive_pinion_excessive_wear,Problem
p_72,rotary_unit_belt_loose_after_install,Problem
p_73,new_toothed_belt_damaged,Problem
p_74,toothed_belt_excessive_noise,Problem
p_75,wire_crimping_at_transfer,Problem
p_76,critical_damage_found,Problem
p_77,limit_beam_adjustment_issue,Problem
p_78,process_module_adjustment_stalled,Problem
p_79,pc_cabinet_filter_check,Problem
p_80,tpms_guide_channel_reinstall_fail,Problem
p_81,laser_safety_concern,Problem
p_82,routine_waste_check,Problem
p_83,suction_unit_ineffective,Problem
p_84,wire_changer_linear_axle_maintenance,Problem
p_85,improper_shutdown_error,Problem
p_86,improper_wire_straightening,Problem
p_87,untwisting_module_check_pass,Problem
p_88,evaluating_maintenance_needs,Problem
p_89,stiff_straightener_rollers,Problem
p_90,toothed_belt_premature_wear,Problem
p_91,missing_machine_ground_strap,Problem
p_92,blockloader_transfer_lubrication_error,Problem
p_93,incorrect_blade_holder_removal_order,Problem
p_94,trimming_unit_blade_issue,Problem
p_95,air_leak_in_untwisting_module,Problem
p_96,cutting_trimming_unit_improper_assembly,Problem
p_97,storage_attempt_without_decommissioning,Problem
p_98,dirty_encoder_wheel,Problem
p_99,improper_lubrication_applied,Problem
p_100,decommissioning_safety_cover_issue,Problem
p_101,rotary_unit_belt_skipping_after_install,Problem
p_102,stripping_unit_contamination,Problem
p_103,loose_mounting_bracket_on_rotary_unit,Problem
p_104,conveyor_ball_spindle_maintenance,Problem
p_105,shuttle1_improper_lubrication,Problem
p_106,blockloader_parallel_gripper_maintenance,Problem
p_107,post_maintenance_shuttle_error,Problem
p_108,blockloader_transfer_belt_tension_off,Problem
p_109,gripper_failure_investigation,Problem
p_110,intermittent_tpms_error_cable_chafing,Problem
p_111,encoder_air_gap_incorrect,Problem
p_112,machine_pc_installation_error,Problem
p_113,shuttle_1_drive_belt_tension_error,Problem
p_114,gripper_belt_damaged,Problem
p_115,tpms_connection_unreliable_cable_strain,Problem
p_116,safety_cover_surface_damage,Problem
p_117,improper_cabinet_maintenance,Problem
p_118,incorrect_blockloader_electrical_connection,Problem
p_119,blade_holders_binding_after_install,Problem
p_120,disposal_compliance_inquiry,Problem
p_121,encoder_setup_verification,Problem
p_122,blockloader_y_axis_spindle_maintenance,Problem
p_123,control_cabinet_overheating_issue,Problem
p_124,improper_cleaning_procedure,Problem
p_125,water_separator_full,Problem
p_126,toothed_belt_tooth_flank_wear,Problem
p_127,bad_cut_quality_after_blade_replacement,Problem
p_128,pre_operation_safety_check_failure,Problem
p_129,poor_stripping_after_blade_change,Problem
p_130,maintenance_check_complete,Problem
p_131,final_cover_panel_misaligned,Problem
p_132,blockloader_transfer_gripper_misaligned,Problem
p_133,rotating_storage_belt_tension_off,Problem
p_134,stripping_unit_maintenance_check,Problem
p_135,belt_tension_reading_impossible,Problem
p_136,new_rotary_unit_dead_after_install,Problem
p_137,straightener_rollers_stuck,Problem
p_138,cover_guide_wear_vs_dirt,Problem
p_139,corrosion_found_after_unpacking,Problem
p_140,toothed_belt_tooth_root_wear,Problem
p_141,blockloader_insertion_failure,Problem
p_142,rotary_unit_erratic_movement,Problem
p_143,unresponsive_control_button,Problem
p_144,conveyor_drive_lubrication_issue,Problem
p_145,belt_drive_length_inaccuracy,Problem
p_146,blockloader_transfer_gripper_jam,Problem
p_147,belt_drive_tension_asymmetry,Problem
p_148,post_storage_damage_assessment,Problem
p_149,new_tpms_unit_dead_on_arrival,Problem
p_150,multiple_untwisting_module_faults,Problem
p_151,wire_changer_improper_assembly,Problem
p_152,shuttle_y_direction_belt_fault,Problem
p_153,blockloader_transfer_rail_inspection,Problem
p_154,mounting_feet_installation_issue,Problem
p_155,wire_changer_ball_screw_maintenance,Problem
p_156,manual_cover_open_fails,Problem
p_157,two_hand_operation_unresponsive,Problem
p_158,poor_stripping_quality,Problem
p_159,gripper_lubrication_check,Problem
p_160,machine_wont_power_on_after_connection,Problem
p_161,wire_ejector_misaligned_after_tpms_service,Problem
p_162,trimming_unit_jamming_after_blade_change,Problem
p_163,encoder_maintenance_check,Problem
p_164,insertion_head_y_belt_slip,Problem
p_165,post_lubrication_check,Problem
p_166,unable_to_set_correct_sensor_gap,Problem
p_167,blockloader_transfer_belt_peeling,Problem
p_168,damage_to_safety_cover_finish,Problem
p_169,tpms_maintenance_check,Problem
p_170,ui_consistency_error,Problem
p_171,blades_not_moving_after_reattachment,Problem
p_172,pallet_carrier_removal_failed,Problem
p_173,straightener_motor_clutch_damage,Problem
p_174,unequal_strip_lengths,Problem
p_175,stiff_rail_or_spindle_movement,Problem
p_176,toothed_belt_torn_or_sheared,Problem
p_177,ineffective_encoder_wheel_cleaning,Problem
p_178,worn_cutting_blades,Problem
p_179,transport_damage_on_arrival,Problem
p_180,blockloader_transfer_belt_damaged,Problem
p_181,loop_former_jam,Problem
p_182,minor_component_damage,Problem
p_183,approval_button_logic_error,Problem
p_184,loose_lvds_cable_after_install,Problem
p_185,belt_drive_tension_mismatch,Problem
p_186,new_rotary_unit_unresponsive,Problem
p_187,difficulty_handling_rotary_unit_for_install,Problem
p_188,frequent_errors_despite_maintenance,Problem
p_189,general_ui_malfunction,Problem
p_190,incomplete_stripping_guide_setup,Problem
p_191,kinked_pneumatic_hose_error,Problem
p_192,intermittent_error_after_sensor_rewire,Problem
p_193,guide_pretension_adjustment_failure,Problem
p_194,encoder_length_measurement_error,Problem
p_195,bridge_misaligned_after_tpms_reassembly,Problem
p_196,monthly_cleaning_kit_misuse,Problem
p_197,conveyor_drive_maintenance_check,Problem
p_198,belt_drive_tension_unstable,Problem
p_199,new_sensor_physically_damaged,Problem
p_200,fluid_leak_post_decommissioning,Problem
p_201,maintenance_schedule_confusion,Problem
p_202,acd_error_after_blade_maintenance,Problem
p_203,straightener_unit_comprehensive_check,Problem
p_204,wire_ejector_jamming_after_tpms_service,Problem
p_205,cutting_trimming_unit_lubrication_failure,Problem
p_206,damaged_linear_ball_bearings,Problem
p_207,rotary_unit_misaligned_during_install,Problem
p_208,tpms_error_after_rotary_unit_replacement,Problem
p_209,cutting_unit_maintenance_check,Problem
p_210,strip_length_calibration_issue,Problem
p_211,stripping_unit_alignment_failed,Problem
p_212,stripping_unit_incorrect_reassembly,Problem
p_213,belt_overtensioned_after_adjustment,Problem
p_214,worn_stripping_blades,Problem
p_215,incomplete_cogging_play_adjustment,Problem
p_216,rotating_storage_belt_tension_low,Problem
p_217,loop_former_height_adjustment_failed,Problem
p_218,off_center_stripping_with_new_blades,Problem
p_219,safety_cover_jerky_motion,Problem
p_220,poor_straightening_after_roller_replacement,Problem
p_221,toothed_belt_shoulder_wear,Problem
p_222,blade_holders_not_parallel,Problem
p_223,faulty_storage_terminal_opener,Problem
p_224,stubborn_dirt_on_casing,Problem
p_225,bearing_surface_lubrication_failure,Problem
p_226,machine_unstable_during_lift,Problem
p_227,bad_part_container_not_emptied,Problem
p_228,rotary_unit_noise_after_install,Problem
p_229,conveyor_drive_wire_slippage,Problem
p_230,wire_changer_comprehensive_maintenance,Problem
p_231,blockloader_pallet_change_issue,Problem
p_232,wire_feeder_press_marks,Problem
p_233,no_pneumatic_pressure_at_blockloader,Problem
p_234,blockloader_rotary_module_air_leak,Problem
p_235,handling_symbol_violation_damage,Problem
p_236,shuttle_axis_contamination,Problem
p_237,process_module_jamming,Problem
p_238,machine_runs_with_cover_open,Problem
p_239,centering_module_loose_after_reassembly,Problem
p_240,defective_warning_light_halts_machine,Problem
p_241,sensor_not_detecting_after_replacement,Problem
p_242,improper_wire_type_jam,Problem
p_243,ineffective_daily_cleaning,Problem
p_244,rotary_module_belt_noise,Problem
p_245,increased_component_wear_after_cleaning,Problem
p_246,crimp_module_catch_tank_issue,Problem
p_247,intermittent_manual_cover_operation,Problem
p_248,loop_former_height_drift,Problem
p_249,safety_cover_guide_inspection,Problem
p_250,stiff_parts_after_solvent_use,Problem
p_251,rotary_unit_interferes_with_cover,Problem
p_252,shuttle1_movement_erratic,Problem
p_253,wire_not_straightening_correctly,Problem
p_254,incomplete_mounting_feet_installation,Problem
p_255,rotary_unit_vibration_after_install,Problem
p_256,cogging_play_adjustment_failure,Problem
p_257,corrosion_after_storage,Problem
p_258,damaged_rotating_storage_belt,Problem
p_259,wire_slippage_issue,Problem
p_260,blockloader_rotary_module_belt_damage,Problem
p_261,toothed_belt_overheating,Problem
p_262,accelerated_wear_on_components,Problem
p_263,wire_selector_belt_issue,Problem
p_264,system_underperforming_after_schedule_change,Problem
p_265,air_leak_after_moving_centering_module,Problem
p_266,manual_safety_cover_operation_fails,Problem
p_267,insufficient_permissions_for_task,Problem
p_268,shuttle2_gripper_jaw_misalignment,Problem
p_269,straightener_unit_check,Problem
p_270,weekly_roller_inspection,Problem
p_271,tpms_sensor_fault,Problem
p_272,uneven_stripping_bottom_holder,Problem
p_273,safety_system_fault_after_repair,Problem
p_274,seized_straightening_roller,Problem
p_275,shuttle1_gripper_jaw_misalignment,Problem
